step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
137,CASH_OUT,107056.47,C564749261,51969.0,0.0,C1520656616,195648.65,302705.11,0,0
260,PAYMENT,1924.96,C776951485,0.0,0.0,M1226074694,0.0,0.0,0,0
231,CASH_IN,157775.93,C570127983,4390027.83,4547803.76,C1739977453,6061080.83,5903304.91,0,0
183,PAYMENT,5805.65,C1091310936,264.0,0.0,M2042925527,0.0,0.0,0,0
103,TRANSFER,710385.55,C845451769,710385.55,0.0,C453650328,0.0,0.0,1,0
183,CASH_IN,17417.0,C1269968171,209.0,17626.0,C456368837,161822.68,144405.67,0,0
259,PAYMENT,5969.65,C1088357697,7384.0,1414.35,M1956999208,0.0,0.0,0,0
205,CASH_OUT,264381.76,C1126278937,0.0,0.0,C1560848868,2170182.37,2434564.13,0,0
183,PAYMENT,15356.39,C540697880,33885.0,18528.61,M1158195032,0.0,0.0,0,0
188,PAYMENT,3335.55,C2102117294,0.0,0.0,M1470045154,0.0,0.0,0,0
15,CASH_OUT,328029.12,C835917205,0.0,0.0,C1014957379,8154265.19,8482294.31,0,0
667,TRANSFER,193564.64,C606461407,308966.0,115401.36,C148568781,5449.4,199014.05,0,0
135,PAYMENT,28000.42,C1619725313,157.0,0.0,M849697036,0.0,0.0,0,0
164,PAYMENT,6304.8,C1124841659,0.0,0.0,M1683470213,0.0,0.0,0,0
181,PAYMENT,75.15,C767446070,0.0,0.0,M1409700741,0.0,0.0,0,0
179,CASH_IN,113712.13,C2097331336,1556305.38,1670017.51,C1295772746,153424.28,39712.15,0,0
308,PAYMENT,663.97,C330610394,0.0,0.0,M657007450,0.0,0.0,0,0
557,CASH_OUT,188844.13,C106930724,188844.13,0.0,C519905782,146960.09,335804.22,1,0
217,CASH_OUT,3452538.75,C747295947,3452538.75,0.0,C2039362232,2350433.08,5802971.83,1,0
377,CASH_IN,87475.66,C1056449657,8494648.52,8582124.18,C878385424,1319534.17,1232058.52,0,0
320,CASH_OUT,171200.54,C949614890,171200.54,0.0,C505532836,76266.33,247466.87,1,0
302,CASH_IN,313444.67,C364178720,6869487.56,7182932.23,C1122807946,705479.06,392034.39,0,0
254,CASH_IN,258940.13,C795025415,283109.45,542049.58,C1523779429,2478826.44,2219886.31,0,0
327,TRANSFER,126117.45,C455073869,0.0,0.0,C1560476015,5385862.44,5511979.89,0,0
209,CASH_IN,2489.43,C1382556112,18555306.7,18557796.13,C1661269408,197925.04,195435.61,0,0
38,PAYMENT,4880.2,C1601909897,163528.19,158647.99,M421048652,0.0,0.0,0,0
251,PAYMENT,12290.66,C142831257,0.0,0.0,M2023519040,0.0,0.0,0,0
207,PAYMENT,2097.07,C1486764518,0.0,0.0,M1334205990,0.0,0.0,0,0
260,PAYMENT,6227.57,C2010460053,509.0,0.0,M32062194,0.0,0.0,0,0
516,CASH_OUT,10000000.0,C934748606,10000000.0,0.0,C1976182150,195275.73,10195275.73,1,0
234,PAYMENT,8368.26,C688587261,0.0,0.0,M2147002301,0.0,0.0,0,0
324,CASH_IN,180505.98,C128453833,7822107.3,8002613.29,C501062892,1213235.64,1032729.66,0,0
322,CASH_IN,129135.76,C984359622,4588697.26,4717833.01,C133257769,179892.51,50756.75,0,0
465,CASH_OUT,4690769.98,C1265105517,4690769.98,0.0,C1603347069,0.0,4690769.98,1,0
656,TRANSFER,84007.22,C579843849,84007.22,0.0,C1006401921,0.0,0.0,1,0
297,CASH_OUT,140398.12,C157619814,0.0,0.0,C1832907360,2543471.78,2683869.9,0,0
262,CASH_OUT,110131.85,C185347191,641.0,0.0,C1389665189,0.0,110131.85,0,0
297,PAYMENT,33441.76,C1062531525,0.0,0.0,M2098809141,0.0,0.0,0,0
327,CASH_IN,341431.41,C48239606,111570.41,453001.82,C774105902,1242429.99,900998.57,0,0
182,CASH_OUT,179126.82,C1850603726,171288.0,0.0,C1211485055,89248.75,268375.57,0,0
279,PAYMENT,7578.9,C219725083,31934.0,24355.1,M135101252,0.0,0.0,0,0
205,CASH_IN,93371.21,C712326880,419479.69,512850.91,C548071520,170901.42,48900.87,0,0
40,CASH_IN,1178.19,C2016607733,4770760.74,4771938.93,C1252910321,329077.35,328949.11,0,0
227,CASH_IN,15451.81,C2018208009,256.0,15707.81,C1127854815,229798.58,214346.77,0,0
227,CASH_OUT,74573.57,C1597857148,39761.0,0.0,C1401729779,0.0,74573.57,0,0
596,PAYMENT,14955.77,C591857429,41010.0,26054.23,M1014814628,0.0,0.0,0,0
394,CASH_OUT,1303543.6,C1998756737,1303543.6,0.0,C786060499,48368.97,1351912.57,1,0
563,PAYMENT,6950.48,C479419515,83266.52,76316.04,M2025345090,0.0,0.0,0,0
183,CASH_OUT,130470.14,C1234230538,15027.0,0.0,C1086697873,1612353.85,1742823.99,0,0
351,CASH_IN,120658.4,C1444964370,10960.0,131618.4,C551545010,9653555.57,9532897.16,0,0
1,PAYMENT,11608.18,C1735962278,290.0,0.0,M81907268,0.0,0.0,0,0
181,PAYMENT,1610.37,C479026374,0.0,0.0,M1553766090,0.0,0.0,0,0
275,CASH_OUT,26820.5,C1106997523,11586.0,0.0,C184163720,4076223.65,4260336.49,0,0
252,CASH_OUT,63322.38,C395265309,52178.0,0.0,C207532578,3627191.79,4125051.77,0,0
135,CASH_IN,5145.56,C1277933424,879.0,6024.56,C1058271009,277037.0,271891.44,0,0
136,CASH_OUT,72286.76,C1540455938,0.0,0.0,C728152524,3106628.47,3178915.22,0,0
343,TRANSFER,237943.62,C421063586,237943.62,0.0,C339061789,0.0,0.0,1,0
232,CASH_OUT,79947.84,C1373352784,0.0,0.0,C1745342438,450133.39,530081.23,0,0
283,CASH_OUT,248192.7,C849792211,0.0,0.0,C1437859690,2236339.27,2484531.98,0,0
321,PAYMENT,3365.18,C1128120340,11696.0,8330.82,M646554078,0.0,0.0,0,0
156,CASH_IN,315250.07,C1611088543,1072001.35,1387251.42,C1601116919,1362530.11,1047280.04,0,0
330,CASH_IN,243924.63,C202472174,489.0,244413.63,C1493422862,160822.53,0.0,0,0
351,CASH_OUT,110792.3,C1181816051,144919.0,34126.7,C1072724854,0.0,110792.3,0,0
225,PAYMENT,2745.82,C1528156718,0.0,0.0,M1396601568,0.0,0.0,0,0
357,CASH_OUT,210350.31,C731516891,0.0,0.0,C769030939,14626558.16,14836908.46,0,0
1,CASH_OUT,25071.46,C1275464847,25071.46,0.0,C1364913072,9083.76,34155.22,1,0
328,CASH_IN,82491.37,C1060839064,7701944.86,7784436.23,C2138063305,92548.75,10057.39,0,0
423,CASH_OUT,396757.22,C1392636479,396757.22,0.0,C1861392747,167363.79,564121.01,1,0
588,TRANSFER,1235865.17,C1275611574,13989.0,0.0,C1411841980,0.0,1235865.17,0,0
374,CASH_OUT,700523.69,C2113506271,700523.69,0.0,C1469541574,1633037.51,2333561.21,1,0
420,TRANSFER,341956.42,C1806925834,341956.42,0.0,C814150801,0.0,0.0,1,0
327,CASH_OUT,415785.89,C1388535947,415785.89,0.0,C1984912341,2903051.84,3318837.73,1,0
270,CASH_OUT,134623.95,C887694892,134623.95,0.0,C159277723,731682.46,866306.41,1,0
639,CASH_OUT,711932.67,C224350249,711932.67,0.0,C1555994470,20563.09,732495.77,1,0
262,TRANSFER,1581.22,C2093605582,0.0,0.0,C1182420023,2662043.25,2663624.48,0,0
377,PAYMENT,18720.21,C637952929,259.0,0.0,M548815388,0.0,0.0,0,0
325,TRANSFER,1445166.74,C757889087,1445166.74,0.0,C688244166,0.0,0.0,1,0
540,CASH_OUT,3707342.38,C633635438,3707342.38,0.0,C1640217168,558618.2,4265960.58,1,0
237,PAYMENT,8012.95,C1239135638,31106.0,23093.05,M362088432,0.0,0.0,0,0
336,CASH_OUT,178482.97,C1393269292,0.0,0.0,C589701797,258668.68,437151.65,0,0
402,CASH_OUT,235457.41,C1591180580,0.0,0.0,C397631233,750762.78,986220.19,0,0
216,CASH_IN,183452.99,C1869755152,2311788.22,2495241.21,C1908052745,622197.11,438744.12,0,0
256,CASH_OUT,82.09,C1220586450,0.0,0.0,C594158462,3172579.9,3172661.99,0,0
399,TRANSFER,2425349.93,C1249800341,49819.0,0.0,C700808643,1307996.18,3733346.11,0,0
355,PAYMENT,10486.78,C1562950731,10458.0,0.0,M660894970,0.0,0.0,0,0
178,CASH_OUT,96217.13,C341943468,0.0,0.0,C598331044,2106424.09,2202641.23,0,0
386,CASH_OUT,442290.23,C619581802,442290.23,0.0,C2040999493,0.0,442290.23,1,0
162,PAYMENT,19082.55,C46127139,0.0,0.0,M762071691,0.0,0.0,0,0
35,CASH_OUT,91670.65,C1332044310,45830.0,0.0,C1121810991,36895.69,128566.34,0,0
627,TRANSFER,2756011.78,C484256849,2756011.78,0.0,C1955850901,0.0,0.0,1,0
259,PAYMENT,6097.08,C1367671379,0.0,0.0,M2090490811,0.0,0.0,0,0
283,CASH_OUT,101515.68,C1732619853,101515.68,0.0,C113661013,0.0,101515.68,1,0
19,CASH_OUT,317838.12,C448127190,855.0,0.0,C58470057,2232964.77,3097804.35,0,0
17,PAYMENT,18339.57,C1372340885,0.0,0.0,M337468918,0.0,0.0,0,0
398,PAYMENT,3827.46,C1335796890,0.0,0.0,M669887223,0.0,0.0,0,0
302,TRANSFER,808947.96,C1845281383,543.0,0.0,C2054132457,3120696.02,3929643.98,0,0
544,CASH_OUT,533811.49,C2024445573,62845.0,0.0,C454190386,28695.65,562507.14,0,0
375,TRANSFER,667733.81,C1449311251,667733.81,0.0,C1975743671,0.0,0.0,1,0
10,CASH_OUT,181024.65,C382017848,0.0,0.0,C1031639563,8848194.11,11648737.41,0,0
159,TRANSFER,463561.53,C1648822578,0.0,0.0,C168713,1340510.34,1804071.86,0,0
140,TRANSFER,458941.46,C971262778,0.0,0.0,C435957655,1553477.21,2012418.67,0,0
226,CASH_IN,118592.42,C1801958643,4919120.4,5037712.82,C1149717048,1776931.14,1658338.73,0,0
305,CASH_OUT,300373.76,C2005784096,403953.0,103579.24,C548708102,0.0,300373.76,0,0
212,PAYMENT,3315.8,C1894540477,189502.55,186186.75,M2083073424,0.0,0.0,0,0
190,CASH_OUT,248620.68,C1807600110,43703.0,0.0,C598409349,381314.44,629935.11,0,0
340,TRANSFER,4896179.38,C1482401390,4896179.38,0.0,C1010534882,0.0,0.0,1,0
349,CASH_OUT,203475.11,C490820972,90744.0,0.0,C181639511,1106985.08,1310460.19,0,0
251,CASH_IN,180289.6,C2070108348,224.0,180513.6,C229948115,1722607.04,1542317.44,0,0
278,CASH_OUT,228511.52,C296375559,0.0,0.0,C138294098,646679.58,875191.1,0,0
279,CASH_OUT,14904.22,C1578084109,54604.0,39699.78,C2060384192,101813.97,116718.19,0,0
42,PAYMENT,1580.61,C2038111498,6748.0,5167.39,M407778015,0.0,0.0,0,0
18,PAYMENT,475.47,C1920642001,0.0,0.0,M84408228,0.0,0.0,0,0
185,CASH_OUT,84955.38,C925566596,38273.0,0.0,C2105144320,4340982.47,4123710.91,0,0
404,PAYMENT,19505.49,C333361657,9692.0,0.0,M549023019,0.0,0.0,0,0
181,TRANSFER,1644749.94,C744563060,1644749.94,0.0,C300922639,0.0,0.0,1,0
283,PAYMENT,5166.84,C546395432,1220.0,0.0,M2069362615,0.0,0.0,0,0
258,PAYMENT,4818.99,C1305079941,0.0,0.0,M141082189,0.0,0.0,0,0
254,CASH_IN,134674.96,C670878188,3074.0,137748.96,C847304332,84118.83,0.0,0,0
37,TRANSFER,523979.82,C1352072598,20464.0,0.0,C552665226,78682.81,602662.63,0,0
399,PAYMENT,15247.92,C968344436,0.0,0.0,M1772344007,0.0,0.0,0,0
185,CASH_OUT,16770.46,C1569754428,0.0,0.0,C436153761,4006240.76,4023011.22,0,0
205,PAYMENT,9473.8,C782812625,21354.0,11880.2,M313839644,0.0,0.0,0,0
236,CASH_OUT,284022.43,C1653668566,0.0,0.0,C1909291817,1864347.19,2148369.62,0,0
204,PAYMENT,4809.82,C221688556,0.0,0.0,M1381374313,0.0,0.0,0,0
206,CASH_OUT,243071.97,C666796888,318334.0,75262.03,C872535276,0.0,243071.97,0,0
423,CASH_IN,274290.13,C1790509744,3594443.46,3868733.6,C1055290709,903413.82,629123.69,0,0
187,CASH_IN,134631.95,C449739675,6253765.31,6388397.26,C1635081878,905936.34,771304.39,0,0
404,PAYMENT,4818.93,C1100053937,53983.94,49165.01,M1781995991,0.0,0.0,0,0
135,TRANSFER,463076.26,C1519133200,0.0,0.0,C922535914,3683517.91,4146594.16,0,0
47,PAYMENT,1452.84,C1307533322,31521.0,30068.16,M479370596,0.0,0.0,0,0
476,TRANSFER,468599.79,C1023402674,468599.79,0.0,C1914393339,0.0,0.0,1,0
285,PAYMENT,11169.99,C1103161349,0.0,0.0,M1625472644,0.0,0.0,0,0
326,CASH_OUT,472964.26,C1053551122,0.0,0.0,C1075483884,635879.43,1108843.69,0,0
379,TRANSFER,531908.56,C1095520768,182394.71,0.0,C1690933552,42177140.37,42709048.93,0,0
307,CASH_IN,397044.37,C1085570716,20413.0,417457.37,C1509885215,0.0,0.0,0,0
15,PAYMENT,67.99,C13701781,0.0,0.0,M1036077615,0.0,0.0,0,0
85,CASH_OUT,678058.75,C9701690,678058.75,0.0,C617022852,7175958.36,7854017.11,1,0
13,CASH_IN,174065.67,C2137903211,2331629.65,2505695.31,C261292810,6391031.49,5839892.96,0,0
132,PAYMENT,35836.27,C264259878,0.0,0.0,M976419109,0.0,0.0,0,0
158,PAYMENT,224.23,C625162218,0.0,0.0,M1411613272,0.0,0.0,0,0
402,TRANSFER,4010130.95,C755362277,0.0,0.0,C333889992,13083636.2,17093767.15,0,0
373,PAYMENT,3756.17,C1946137987,118180.0,114423.83,M1090361192,0.0,0.0,0,0
130,TRANSFER,1171450.79,C2069696079,0.0,0.0,C867344810,6028977.65,9074729.51,0,0
163,CASH_OUT,163294.35,C1921431894,163294.35,0.0,C1280060028,234212.42,397506.77,1,0
331,CASH_OUT,248972.12,C675346727,50107.0,0.0,C1424279758,3551689.71,3800661.83,0,0
156,CASH_OUT,155693.09,C128412589,0.0,0.0,C518173085,3168900.57,3324593.65,0,0
160,CASH_IN,86252.9,C1072979968,16087266.41,16173519.31,C971094101,660882.34,574629.43,0,0
668,TRANSFER,307455.42,C103081762,307455.42,0.0,C132241183,0.0,0.0,1,0
301,CASH_OUT,109043.05,C2050667327,0.0,0.0,C1705800632,4712020.49,4821063.54,0,0
381,PAYMENT,2762.21,C830529692,20245.0,17482.79,M1374220849,0.0,0.0,0,0
394,CASH_IN,320109.38,C1748218895,5582900.82,5903010.2,C1083575947,1072975.9,752866.52,0,0
656,TRANSFER,766257.55,C904749186,766257.55,0.0,C1046618860,0.0,0.0,1,0
396,CASH_OUT,58195.68,C542767527,109260.73,51065.05,C1602724820,1181505.86,1239701.54,0,0
356,CASH_IN,37375.25,C548950147,6583.0,43958.25,C1952162677,245183.32,331661.55,0,0
330,CASH_OUT,153014.22,C1271153632,1072.39,0.0,C2017394830,707676.85,860691.07,0,0
356,CASH_IN,238779.98,C1017722020,83610.0,322389.98,C1040430792,1881.07,0.0,0,0
9,CASH_OUT,158965.28,C1267586700,10063.0,0.0,C642584095,95034.34,416635.0,0,0
249,CASH_IN,142055.5,C224652305,7129589.37,7271644.86,C269410733,183181.17,41125.67,0,0
325,CASH_OUT,118912.73,C275456765,0.0,0.0,C959259372,616986.76,735899.49,0,0
332,CASH_IN,382436.61,C1052399034,3227701.21,3610137.82,C1759622640,1771007.83,1388571.21,0,0
382,TRANSFER,97885.75,C1721106432,18574.0,0.0,C1890202407,0.0,97885.75,0,0
404,CASH_IN,295769.28,C479995698,1006535.32,1302304.6,C885792675,323027.28,27257.99,0,0
374,CASH_OUT,243747.83,C962574299,243747.83,0.0,C1896575242,972569.6,1216317.42,1,0
394,PAYMENT,10472.39,C841932967,0.0,0.0,M615777723,0.0,0.0,0,0
281,PAYMENT,18050.82,C18423719,443806.34,425755.52,M815995334,0.0,0.0,0,0
158,CASH_OUT,70936.06,C1751563694,0.0,0.0,C1346506482,360875.07,431811.13,0,0
277,PAYMENT,4335.76,C1634227921,0.0,0.0,M1330514645,0.0,0.0,0,0
131,PAYMENT,7339.66,C738745709,0.0,0.0,M1048350786,0.0,0.0,0,0
35,CASH_IN,235604.27,C548105129,10661181.71,10896785.98,C1993078563,10903185.32,11042914.23,0,0
204,PAYMENT,6620.75,C43218678,19983.0,13362.25,M1878356993,0.0,0.0,0,0
18,CASH_OUT,223484.57,C441212385,0.0,0.0,C811272216,302449.17,525933.74,0,0
283,PAYMENT,5849.5,C1715365423,46446.38,40596.87,M536433879,0.0,0.0,0,0
297,PAYMENT,15851.36,C66947433,13997.0,0.0,M1017414211,0.0,0.0,0,0
34,CASH_OUT,129885.1,C2115033383,95846.36,0.0,C1726103926,0.0,129885.1,0,0
335,PAYMENT,1038.74,C800667838,55214.7,54175.96,M670852040,0.0,0.0,0,0
295,CASH_OUT,9366.63,C2043788136,9366.63,0.0,C1314872657,51153.4,60520.03,1,0
278,PAYMENT,5760.33,C1745645770,0.0,0.0,M1658988620,0.0,0.0,0,0
302,CASH_OUT,115072.88,C425878709,108875.0,0.0,C922596127,0.0,115072.88,0,0
351,TRANSFER,483858.5,C1687074941,10118.0,0.0,C266403122,0.0,483858.5,0,0
12,PAYMENT,4475.1,C132191955,0.0,0.0,M2072516394,0.0,0.0,0,0
140,CASH_OUT,28399.92,C290858247,96560.0,68160.08,C2004275725,14990450.05,15018849.97,0,0
7,PAYMENT,2834.08,C967701734,352535.03,349700.95,M1932104087,0.0,0.0,0,0
397,CASH_OUT,306606.0,C1674653382,16213.0,0.0,C1414328535,213526.21,520132.21,0,0
37,CASH_IN,125765.72,C127157506,8102333.6,8228099.32,C642742884,1541203.37,1911524.68,0,0
300,PAYMENT,28825.27,C1757096895,109.0,0.0,M458295576,0.0,0.0,0,0
327,CASH_IN,374105.41,C1537848268,593.0,374698.41,C1901549861,0.0,0.0,0,0
43,CASH_OUT,65473.02,C572565134,43524.0,0.0,C321464986,0.0,65473.02,0,0
400,PAYMENT,6058.76,C178609448,14168.0,8109.24,M730235007,0.0,0.0,0,0
405,CASH_OUT,255818.66,C363514421,65356.0,0.0,C101067174,0.0,255818.66,0,0
449,CASH_OUT,151649.05,C11681688,38953.0,0.0,C2042722611,6046179.85,6197828.9,0,0
259,PAYMENT,8740.03,C749048919,105443.0,96702.97,M1468532226,0.0,0.0,0,0
404,CASH_IN,315970.81,C1505808657,153262.0,469232.81,C2003568833,4877749.35,4561778.54,0,0
476,PAYMENT,683.43,C1465662641,20192.05,19508.62,M512549211,0.0,0.0,0,0
372,CASH_OUT,131870.15,C1438258562,0.0,0.0,C1756877039,7448693.72,7580563.87,0,0
129,TRANSFER,1864022.05,C1076727002,1864022.05,0.0,C192399554,0.0,149522.78,1,0
460,TRANSFER,2059980.16,C1506089450,2059980.16,0.0,C1564280287,0.0,0.0,1,0
325,CASH_OUT,20183.03,C1265601636,39197.0,19013.97,C459126332,894493.45,914676.47,0,0
139,PAYMENT,3950.52,C688521626,13921.0,9970.48,M1219461971,0.0,0.0,0,0
544,TRANSFER,273555.5,C1607375165,0.0,0.0,C1478535581,11631446.99,11905002.49,0,0
258,TRANSFER,29280.46,C236282948,29280.46,0.0,C489338831,0.0,0.0,1,0
235,CASH_OUT,85104.89,C875394959,0.0,0.0,C1699874373,636239.64,721344.53,0,0
372,TRANSFER,84886.98,C1018514636,0.0,0.0,C637629765,1193368.17,1278255.15,0,0
211,CASH_OUT,33392.15,C593017278,0.0,0.0,C828949589,460721.17,494113.32,0,0
393,PAYMENT,32066.31,C1391768392,58551.95,26485.64,M342294524,0.0,0.0,0,0
345,CASH_IN,41318.16,C2138913486,115535.0,156853.16,C2077818519,1181571.06,1140252.9,0,0
396,CASH_OUT,197354.54,C1149049856,57772.0,0.0,C1005446513,298327.07,495681.61,0,0
276,CASH_IN,180611.51,C353839406,11090.0,191701.51,C522912459,295720.94,115109.43,0,0
158,CASH_OUT,188712.31,C834051665,0.0,0.0,C1747598649,1827884.2,2016596.51,0,0
138,CASH_OUT,87198.08,C471402667,20356.0,0.0,C595637674,26463.06,113661.14,0,0
41,CASH_OUT,35345.75,C670601784,31214.0,0.0,C1113095645,44519.23,79864.98,0,0
12,CASH_OUT,207214.3,C543535749,42137.0,0.0,C1182630993,606280.71,813495.01,0,0
282,PAYMENT,6581.59,C632446414,29985.0,23403.41,M738632526,0.0,0.0,0,0
257,CASH_OUT,152215.21,C138380202,20061.0,0.0,C1451922395,12299.53,164514.74,0,0
164,TRANSFER,181784.4,C906145898,0.0,0.0,C1801597094,1001247.25,720410.13,0,0
308,CASH_OUT,122857.39,C1615201697,7001.0,0.0,C1264808298,0.0,122857.39,0,0
159,CASH_OUT,327091.17,C266363134,20489.0,0.0,C1725539340,0.0,327091.17,0,0
626,TRANSFER,32382.31,C419450286,32382.31,0.0,C1968828091,0.0,0.0,1,0
656,PAYMENT,7164.51,C2010909629,10576.0,3411.49,M9034426,0.0,0.0,0,0
285,CASH_OUT,198225.35,C2114653559,115628.25,0.0,C1837917907,1089529.49,1287754.84,0,0
39,CASH_IN,70595.3,C508065474,73812.0,144407.3,C539475531,0.0,0.0,0,0
673,TRANSFER,509929.36,C2030908166,4653.45,0.0,C2101345143,1543358.08,2053287.44,0,0
275,PAYMENT,10562.42,C543364809,0.0,0.0,M1023541621,0.0,0.0,0,0
498,CASH_OUT,95064.86,C1633870313,95064.86,0.0,C623604516,261235.49,356300.35,1,0
329,TRANSFER,629803.29,C765507859,554.0,0.0,C960792102,32530.48,662333.77,0,0
187,CASH_OUT,218575.92,C1398136284,64.0,0.0,C1588637762,0.0,218575.92,0,0
155,PAYMENT,38158.47,C867786573,105545.82,67387.35,M812903670,0.0,0.0,0,0
326,CASH_OUT,257731.31,C302812607,110832.0,0.0,C2038718752,49085.72,306817.03,0,0
425,TRANSFER,460434.46,C2045767963,460434.46,0.0,C1868484572,0.0,0.0,1,0
355,CASH_OUT,135329.77,C1539254214,12273.0,0.0,C518766888,1805849.82,1941179.58,0,0
277,TRANSFER,64720.64,C290887473,0.0,0.0,C315679728,88527.91,153248.55,0,0
18,TRANSFER,246833.49,C580263686,14738.0,0.0,C1154280433,6748676.25,6995509.73,0,0
255,PAYMENT,13458.83,C616995123,0.0,0.0,M998335452,0.0,0.0,0,0
208,PAYMENT,14811.15,C17611315,0.0,0.0,M1330798125,0.0,0.0,0,0
476,CASH_IN,183001.8,C130584647,6576428.67,6759430.47,C1565682436,418715.09,235713.29,0,0
372,CASH_OUT,69602.08,C2064556746,103547.0,33944.92,C533380115,0.0,69602.08,0,0
325,CASH_IN,1518.66,C399890270,52186.0,53704.66,C1019906043,630767.53,629248.87,0,0
44,PAYMENT,7291.3,C2042846227,237.0,0.0,M1622536355,0.0,0.0,0,0
183,PAYMENT,8766.1,C1868750954,52434.0,43667.9,M519312324,0.0,0.0,0,0
595,CASH_OUT,129334.48,C1830490515,50149.0,0.0,C1804780803,732054.61,861389.09,0,0
328,CASH_OUT,150271.66,C683428234,0.0,0.0,C275925618,1580606.41,1730878.07,0,0
575,TRANSFER,1489916.19,C872785069,1489916.19,0.0,C2067948985,0.0,0.0,1,0
33,CASH_IN,225959.81,C1050090531,363576.14,589535.95,C1267421749,473847.48,247887.68,0,0
626,CASH_OUT,55740.39,C931224089,55740.39,0.0,C1157817503,1659141.34,1714881.73,1,0
358,TRANSFER,5656416.95,C441240054,5656416.95,0.0,C1113984965,0.0,0.0,1,0
479,CASH_OUT,182478.05,C419641704,0.0,0.0,C1472738508,1351167.68,1533645.73,0,0
133,PAYMENT,8122.54,C956857543,846108.62,837986.08,M568618940,0.0,0.0,0,0
400,PAYMENT,17749.15,C598409721,28918.0,11168.85,M1059799356,0.0,0.0,0,0
175,TRANSFER,87622.5,C344677665,87622.5,0.0,C1831197115,0.0,0.0,1,0
377,CASH_OUT,170374.9,C1839663124,0.0,0.0,C1757926695,550937.35,721312.25,0,0
369,PAYMENT,4187.99,C1822405614,66618.18,62430.19,M1217204724,0.0,0.0,0,0
400,CASH_IN,402305.78,C2137440650,14458969.76,14861275.53,C2061354468,4839620.52,4437314.75,0,0
348,CASH_OUT,7969.99,C1370741172,80808.0,72838.01,C128132764,104851.77,112821.76,0,0
283,CASH_OUT,373089.24,C1586314055,0.0,0.0,C797079211,717347.99,1090437.23,0,0
308,PAYMENT,13516.33,C454801560,0.0,0.0,M1403624664,0.0,0.0,0,0
257,TRANSFER,80693.54,C2049861483,0.0,0.0,C285090722,241966.29,322659.84,0,0
172,TRANSFER,1116508.49,C662766800,1116508.49,0.0,C18004144,0.0,0.0,1,0
404,PAYMENT,4760.61,C198783464,0.0,0.0,M2141041050,0.0,0.0,0,0
397,TRANSFER,173593.95,C1688357606,14882.12,0.0,C386621202,1995320.45,2168914.4,0,0
476,CASH_OUT,313895.02,C668772315,4119.0,0.0,C120602430,0.0,313895.02,0,0
399,CASH_IN,173438.63,C814696238,11015.0,184453.63,C940309123,0.0,0.0,0,0
428,PAYMENT,3980.1,C1215194363,90759.0,86778.9,M706058376,0.0,0.0,0,0
259,TRANSFER,248071.56,C1429503291,248071.56,0.0,C1044014885,0.0,0.0,1,0
355,PAYMENT,245.69,C909772398,0.0,0.0,M935461339,0.0,0.0,0,0
202,PAYMENT,41213.26,C584089099,0.0,0.0,M1956464600,0.0,0.0,0,0
325,CASH_OUT,39445.06,C1674776935,85121.0,45675.94,C205183544,68661.94,108106.99,0,0
42,PAYMENT,8427.64,C628223745,169310.63,160882.99,M537946735,0.0,0.0,0,0
1,PAYMENT,1033.44,C223975178,10043.0,9009.56,M507583873,0.0,0.0,0,0
402,CASH_OUT,42274.96,C1511372633,0.0,0.0,C875790746,120937.79,163212.75,0,0
531,CASH_OUT,834203.65,C647849713,834203.65,0.0,C1237314192,0.0,834203.65,1,0
300,CASH_OUT,121202.55,C1522917997,0.0,0.0,C395035071,203713.87,324916.42,0,0
281,CASH_OUT,20087.52,C90046602,16130.0,0.0,C1162826388,0.0,20087.52,0,0
8,PAYMENT,10180.87,C959784808,2422222.36,2412041.49,M379169334,0.0,0.0,0,0
129,TRANSFER,1290159.91,C1111479116,405239.86,0.0,C982997256,8492167.66,9782327.57,0,0
544,CASH_IN,353283.97,C203277887,7805647.52,8158931.49,C281200811,5579437.46,5226153.48,0,0
354,CASH_OUT,271503.44,C1639201997,49268.0,0.0,C896308097,0.0,271503.44,0,0
12,PAYMENT,12601.33,C1951008270,1528.0,0.0,M236843917,0.0,0.0,0,0
259,CASH_OUT,74112.45,C1446712106,350.0,0.0,C495103363,431075.13,505187.58,0,0
356,PAYMENT,12416.74,C1540167020,99616.31,87199.58,M1153886945,0.0,0.0,0,0
217,TRANSFER,89415.12,C1403205180,0.0,0.0,C1830456105,756695.05,846110.17,0,0
297,CASH_OUT,64329.52,C219657382,0.0,0.0,C1030747237,840765.0,905094.52,0,0
187,PAYMENT,3212.47,C598907305,38981.0,35768.53,M747261773,0.0,0.0,0,0
330,PAYMENT,8187.36,C1898822294,127044.0,118856.64,M1114050682,0.0,0.0,0,0
203,CASH_IN,5800.6,C1427964590,2034715.72,2040516.32,C912827231,57302.35,51501.75,0,0
43,TRANSFER,99632.67,C1556274360,11482.0,0.0,C799376886,3388.35,103021.03,0,0
207,CASH_OUT,68141.89,C574363616,0.0,0.0,C1567038818,78057.3,146199.19,0,0
689,TRANSFER,291527.75,C342207020,291527.75,0.0,C276080220,0.0,0.0,1,0
165,PAYMENT,41313.67,C1135328555,6962.25,0.0,M1885688104,0.0,0.0,0,0
154,PAYMENT,8256.38,C1613530750,1071.0,0.0,M750153797,0.0,0.0,0,0
